Date,IBX
2019-06-04,40667.47
2019-06-05,40131.53
2019-06-06,40609.08
2019-06-07,40871.43
2019-06-10,40723.97
2019-06-11,41295.26
2019-06-12,41038.57
2019-06-13,41244.8
2019-06-14,40943.29
2019-06-17,40794.18
2019-06-18,41505.88
2019-06-19,41874.37
2019-06-21,42537.45
2019-06-24,42567.72
2019-06-25,41766.78
2019-06-26,41988.75
2019-06-27,42034.64
2019-06-28,42180.16
2019-07-01,42300.83
2019-07-02,42018.66
2019-07-03,42600.99
2019-07-04,43270.01
2019-07-05,43487.65
2019-07-08,43706.27
2019-07-10,44249.18
2019-07-11,43991.98
2019-07-12,43475.61
2019-07-15,43413.93
2019-07-16,43408.77
2019-07-17,43458.72
2019-07-18,43818.41
2019-07-19,43303.22
2019-07-22,43490.66
2019-07-23,43399.41
2019-07-24,43547.67
2019-07-25,42951.64
2019-07-26,43006.6
2019-07-29,43292.46
2019-07-30,43111.22
2019-07-31,42672.69
2019-08-01,42812.74
2019-08-02,43027.06
2019-08-05,41982.27
2019-08-06,42860.5
2019-08-07,43134.8
2019-08-08,43719.53
2019-08-09,43696.04
2019-08-12,42845.3
2019-08-13,43383.29
2019-08-14,42154.38
2019-08-15,41638.22
2019-08-16,41970.21
2019-08-19,41837.22
2019-08-20,41747.78
2019-08-21,42549.02
2019-08-22,42101.68
2019-08-23,41112.32
2019-08-26,40555.2
2019-08-27,40932.0
2019-08-28,41302.1
2019-08-29,42270.96
2019-08-30,42602.77
2019-09-02,42424.78
2019-09-03,42010.85
2019-09-04,42595.23
2019-09-05,43005.18
2019-09-06,43246.32
2019-09-09,43241.11
2019-09-10,43189.57
2019-09-11,43439.35
2019-09-12,43802.51
2019-09-13,43439.89
2019-09-16,43494.24
2019-09-17,43904.75
2019-09-18,43887.68
2019-09-19,43853.1
2019-09-20,44021.54
2019-09-23,43933.11
2019-09-24,43617.04
2019-09-25,43822.79
2019-09-26,44171.53
2019-09-27,44077.14
2019-09-30,43971.65
2019-10-01,43674.26
2019-10-02,42445.72
2019-10-03,42654.99
2019-10-04,43074.34
2019-10-07,42255.88
2019-10-08,42000.52
2019-10-09,42537.27
2019-10-10,42738.21
2019-10-11,43572.75
2019-10-14,43769.6
2019-10-15,43802.54
2019-10-16,44183.26
2019-10-17,44041.55
2019-10-18,43947.39
2019-10-21,44459.99
2019-10-22,44980.09
2019-10-23,45025.39
2019-10-24,44813.23
2019-10-25,44935.46
2019-10-28,45266.46
2019-10-29,45036.06
2019-10-30,45403.3
2019-10-31,44939.87
2019-11-01,45358.68
2019-11-04,45563.59
2019-11-05,45485.47
2019-11-06,45379.43
2019-11-07,45853.88
2019-11-08,45075.43
2019-11-11,45385.0
2019-11-12,44722.16
2019-11-13,44432.55
2019-11-14,44658.15
2019-11-18,44541.35
2019-11-19,44383.24
2019-11-21,45059.75
2019-11-22,45528.67
2019-11-25,45426.94
2019-11-26,44861.32
2019-11-27,45127.48
2019-11-28,45383.23
2019-11-29,45374.96
2019-12-02,45633.74
2019-12-03,45671.13
2019-12-04,46213.98
2019-12-05,46361.23
2019-12-06,46586.7
2019-12-09,46521.94
2019-12-10,46389.46
2019-12-11,46542.27
2019-12-12,47038.13
2019-12-13,47212.92
2019-12-16,46985.26
2019-12-17,47258.74
2019-12-18,47976.84
2019-12-19,48333.17
2019-12-20,48345.59
2019-12-23,48679.43
2019-12-26,49256.14
2019-12-27,49000.07
2019-12-30,48675.42
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
