,OIBR4.SA,TIET3.SA,LAME4.SA,LAME3.SA,SANB4.SA,COCE3.SA,SANB11.SA,ROMI3.SA,OIBR3.SA,BRKM3.SA,GGBR4.SA,BBDC3.SA,SULA11.SA,KLBN3.SA,CLSC3.SA,FLRY3.SA,AEDU3.SA,VIVT4.SA,KLBN11.SA,ELPL3.SA,EMBR3.SA,ODPV3.SA,FIBR3.SA,SUZB3.SA,SULA4.SA,TIET4.SA,ITSA3.SA,BBAS3.SA,ITUB3.SA,CESP6.SA,CPFE3.SA,EVEN3.SA,ITSA4.SA,BRFS3.SA,KLBN4.SA,COCE5.SA,ELET5.SA,CPLE3.SA,BRKM5.SA,USIM6.SA,TIMP3.SA,USIM3.SA,UGPA3.SA,SBSP3.SA,CSMG3.SA,CPLE6.SA,GOAU4.SA,BBDC4.SA,CLSC4.SA,VIVT3.SA,CESP3.SA,NTCO3.SA,LIGT3.SA,MRVE3.SA,GGBR3.SA,TIET11.SA,SULA3.SA,GOAU3.SA
2009-11,19.3766,0.0548,6.9548,5.092,7.6633,17.254,13.6649,6.4875,264.2783,6.2884,22.6889,6.425,5.5789,0.5618,,,,20.9784,,,7.6951,1.1604,26.0182,,,1.9646,3.9597,34.6288,12.0885,13.9883,9.2764,5.6164,8.2424,18.2314,3.8799,15.5945,18.0206,19.0974,7.8666,,5.0099,23.1449,,6.0212,19.014,23.9334,27.935,8.4508,,15.322,9.62,33.5364,13.8455,7.6727,16.4413,,,24.3117
2009-12,19.1029,0.0529,7.4487,5.6232,8.029,17.2592,14.1381,6.0267,259.5607,7.1506,24.5477,6.7374,6.0428,0.5736,,,,21.1681,,20.7688,8.4817,3.0705,33.8904,,,2.0692,4.6145,33.392,12.1315,15.6709,10.2038,6.1493,8.7186,20.2739,4.2131,16.5893,18.9751,20.2633,9.6147,11.7428,5.6323,23.7546,,6.5509,21.0038,26.2044,29.7363,8.5526,,15.2656,10.088,36.2952,14.9318,8.5296,17.9165,,,24.6466
2010-01,14.9289,0.0529,6.3452,5.0611,7.6638,17.5248,13.3214,7.2444,191.2504,7.1738,21.3466,6.3578,5.6953,0.6349,,5.5438,,20.4127,,22.0277,8.9097,2.7826,29.6422,,,1.9638,4.1338,31.593,11.9047,15.3186,10.4841,5.4365,8.2752,20.1757,3.8716,16.0138,,21.3733,9.0546,10.9368,5.514,23.5412,,6.0537,16.108,27.2656,26.6877,8.1054,,14.9883,10.3219,33.9262,14.3283,7.3499,15.766,,,23.1352
2010-02,14.1644,0.0539,6.2351,4.7887,7.2989,17.5248,12.653,6.9361,186.6271,7.1506,22.2814,6.3356,5.5206,0.5639,50.0,5.686,15.0,19.3428,,23.1353,8.7492,3.1837,28.5671,,,1.9659,4.2448,33.7339,11.8338,15.1621,10.7327,5.4003,8.5188,19.7063,3.7687,16.1323,25.4298,20.0687,8.7271,11.6291,5.7897,24.2813,,5.8605,15.9816,26.0346,27.9735,8.0689,,14.2166,9.828,33.2865,15.317,7.9248,16.219,,,24.2278
2010-03,13.001,0.0537,6.3656,4.861,7.6638,17.7903,13.0649,6.4824,148.7921,6.7253,24.3451,6.5005,6.6652,0.5843,50.0,5.4044,,18.9056,,22.0781,9.3822,3.1807,33.327,,,1.997,4.1384,33.9411,12.3692,15.964,11.0182,4.7524,9.0217,21.4045,4.34,16.1431,23.2233,20.6518,8.9385,13.5585,5.514,29.6371,3.5251,6.1941,16.2349,25.7586,31.0649,8.4997,,13.2295,10.2335,36.0853,15.0128,7.5074,17.7873,,,24.5645
2010-04,12.7273,0.0536,6.2115,4.9051,6.934,16.9939,11.9413,6.3475,135.583,6.3115,23.9659,6.4232,6.8991,0.6221,50.02,5.0431,,17.4152,,23.9156,9.164,2.9256,29.9023,,,2.0084,4.0809,34.1002,12.1835,16.4207,11.0929,4.4799,8.8809,20.2872,4.3509,15.5906,23.2233,19.6346,8.5835,,4.9109,25.967,,6.4774,16.2326,25.0969,28.9869,8.247,,12.9987,10.088,36.885,14.6574,7.4409,17.5369,,,24.236
2010-05,13.5604,0.0691,5.957,4.1538,6.5693,15.5048,11.4659,5.886,150.6792,5.2423,21.1612,6.1199,6.7806,0.6667,50.0,5.0629,,17.8709,,22.275,8.7598,3.1421,25.5761,,,2.1099,3.8296,29.7581,11.2863,14.3505,11.4511,4.879,8.2586,20.8236,3.9688,14.7628,24.4236,17.5208,7.368,,5.6436,21.3934,,6.7918,15.5053,23.8209,27.158,7.8847,,13.2039,9.4254,37.8846,12.7862,7.3754,15.0243,,,20.5645
2010-06,13.845,0.0723,6.2837,4.4633,6.2039,15.8646,11.1524,5.8913,150.9621,6.1907,19.9676,5.8722,6.4162,0.6324,50.0,5.686,,18.4907,,,8.3717,3.5672,23.0965,,,2.2464,3.8789,28.2348,10.6032,16.1124,12.2802,4.9603,7.9381,21.2239,3.977,15.5906,24.4236,19.045,8.5563,12.3795,5.8769,22.5344,,7.2767,16.0845,26.3731,25.0013,7.3367,,14.3086,9.949,39.9837,13.1106,7.9309,14.1385,,,19.6147
2010-07,13.2292,0.076,7.2061,4.9493,7.3007,16.1378,13.9869,6.7149,149.4526,6.3459,21.4994,6.5117,6.7384,0.673,50.0,5.8025,,19.4231,,24.9684,10.3657,3.7431,24.2235,,,2.3924,4.3722,34.981,12.4651,17.7628,12.6509,6.0546,9.6948,22.1283,4.082,16.6089,21.9813,19.6067,9.0205,,5.5953,24.2461,,6.8246,16.6052,27.011,26.5334,9.2628,,15.3647,10.2058,45.6814,13.7218,9.8404,15.122,,,20.9774
2010-08,12.6708,0.0829,7.1054,5.1701,6.9357,17.2876,13.4215,6.6626,142.7537,7.9267,19.885,6.2364,7.5043,0.6439,50.0,6.1819,,20.6473,,,9.7434,4.2403,23.4606,,,2.3547,4.2655,32.7312,12.0641,16.7651,13.6327,6.0913,9.1446,21.0895,3.9066,17.8654,21.9813,19.9969,10.5705,9.9418,5.6276,21.9354,,6.4833,16.2376,27.4856,24.1112,8.7531,,16.0806,10.469,42.2828,13.6346,9.1415,14.2386,,,20.412
2010-09,12.7164,0.0848,7.4368,5.643,6.9357,15.7952,13.8099,6.8253,141.5272,8.0473,19.3234,6.8179,8.3135,0.6546,50.0,6.0102,,21.2569,,26.211,10.6775,4.5123,25.3679,,,2.4952,4.4258,37.0486,12.7132,16.6142,13.0108,6.5202,9.6114,23.0597,3.7598,15.8824,20.7601,18.9887,11.7315,,5.8447,24.5026,,7.3544,17.0316,26.6279,23.3836,9.7516,,16.4994,10.1849,45.4815,14.554,10.0215,14.2141,,,20.4954
2010-10,14.3588,0.0904,8.7981,6.2927,7.3007,15.9577,14.6093,7.5985,150.3018,8.898,18.7274,6.9399,8.7905,0.6484,50.0,6.2963,,20.9518,,26.2252,10.9483,5.6713,26.4083,,,2.5898,4.6384,38.1672,13.0957,17.7634,13.4109,7.1561,10.0359,22.1014,3.7918,16.7698,21.4073,19.773,11.9091,19.8692,5.6357,23.7621,,7.4029,17.4635,28.5794,22.4163,10.0816,,17.1448,11.0477,48.6802,14.4328,10.3584,13.8453,,,19.1208
2010-11,13.6971,0.1115,7.8166,5.9605,6.9357,16.2481,13.4161,7.6779,135.583,8.967,16.6935,6.7138,8.8821,0.6611,50.0,6.5252,,20.7452,,23.3192,11.202,6.0104,23.0531,,,2.6549,4.5216,38.0102,12.7967,18.8601,13.347,6.6236,9.6417,22.8358,3.9195,16.8354,23.2024,21.4478,12.4211,20.8278,5.555,20.8302,,7.3719,18.3333,30.3807,20.041,9.6592,,16.2589,11.2993,46.0613,14.81,10.5767,12.2882,,,17.8052
2010-12,13.6853,0.1135,7.3646,5.4949,6.938,16.4339,13.948,7.7654,145.7473,10.2317,19.4071,6.6597,9.101,0.7808,50.0,7.684,39.9999,21.7384,,21.5451,10.6683,5.9369,22.9664,,,2.7182,4.988,36.4418,12.8078,17.7305,13.8513,6.3574,9.8259,24.6989,4.6797,16.8234,27.0485,21.2855,13.9098,17.9228,5.4826,20.6246,,9.5545,19.2033,29.6657,23.1012,9.5901,,17.3212,11.5634,47.6706,17.1346,9.8273,13.8395,,,19.8209
2011-01,14.7691,0.1095,6.4452,5.2289,6.2077,16.0853,11.9562,6.5068,164.2745,9.8868,18.2769,6.3301,8.0551,0.7554,44.0,7.2083,35.3499,21.1331,,25.1132,12.2238,5.3241,22.3076,,,2.6592,4.1537,34.5165,11.9918,18.6958,13.7975,5.84,8.8082,24.7079,4.5436,17.4188,,21.8455,14.3195,18.3975,6.0301,24.1407,,9.153,18.3002,30.3807,21.9719,9.0505,,17.4343,11.6162,42.6826,17.6196,8.8769,13.4517,,,18.5443
2011-02,14.313,0.1128,6.45,5.2243,6.5729,17.6361,12.4262,5.8856,155.3435,9.45,18.8246,6.6216,8.3355,0.7832,60.0,6.3576,37.2,21.3107,,25.0558,12.6666,5.3006,20.8076,,,2.605,4.1259,34.6866,12.5036,17.9276,14.5473,5.5443,9.0696,26.1082,4.9275,18.2047,19.5389,21.2799,13.8483,18.4941,6.1589,25.9086,,9.1463,19.404,29.8802,22.2736,9.4341,,18.1149,12.3554,42.1928,18.3947,8.3165,14.0707,,,18.4349
2011-03,16.6049,0.12,6.5781,5.2839,6.5729,19.6219,12.3452,6.1074,167.79,9.9442,17.3317,7.2767,9.5333,0.7491,60.0,6.9918,39.9801,22.0358,,28.8608,12.2601,6.3131,22.8451,,,2.8089,4.3494,34.604,13.2934,20.423,15.5961,6.2245,9.6384,27.8516,5.2792,20.0093,22.5979,22.1199,14.7771,18.9686,6.7465,27.1724,,10.5438,18.8125,31.7747,21.0715,9.8373,,17.7026,13.4008,45.9813,19.001,8.222,13.0849,,,17.8779
2011-04,16.9179,0.1235,6.7719,5.4724,6.5729,20.1273,11.2853,5.3801,160.5669,10.4502,16.2243,6.9236,10.0566,0.7744,,6.7613,35.0001,23.2876,,,11.2246,6.0683,21.9066,,,2.9561,4.4239,33.9481,13.0596,19.9896,15.9869,6.3945,9.1485,28.4841,4.9078,20.5454,27.4766,21.8935,15.6374,16.4609,7.0849,25.0375,,10.223,19.8816,30.9625,19.8343,9.2686,,19.6372,13.6225,44.282,19.0118,8.562,12.7039,,,17.1781
2011-05,18.4132,0.151,7.7151,6.2403,6.2077,20.5569,11.2552,4.7124,165.516,11.1515,14.9132,6.8671,10.0011,0.8611,,7.4966,33.8001,25.3767,,,11.361,6.8084,21.676,,,2.9188,4.1273,32.9424,12.5765,20.4455,15.913,6.5597,8.8931,26.4512,4.8196,21.5901,27.4766,21.6958,17.5532,16.6546,7.2581,22.563,,10.8333,21.8906,29.5222,18.915,9.1578,,21.7341,13.8048,42.2828,19.4782,9.2726,12.3102,,,16.7363
2011-06,17.3814,0.1504,7.4686,5.9845,6.5736,20.9296,11.6496,3.8112,162.2801,11.0608,14.0431,7.0605,9.8011,0.7554,,6.5537,33.2199,25.4945,,37.3543,10.8949,6.2111,18.226,,,2.9815,4.3237,33.0442,12.7853,20.4789,15.6638,6.0105,9.0344,24.2456,4.6513,22.4257,27.4766,21.4418,15.8406,13.0718,7.3406,22.7863,,10.4272,21.6826,29.8824,17.3849,9.4154,,21.248,13.9669,38.9841,21.0635,8.2592,11.8781,,,15.5068
2011-07,15.2029,0.1512,6.9758,5.7103,4.7477,23.0292,9.2752,3.6455,145.4334,10.2147,12.0786,6.5937,9.0513,0.8777,80.0,6.1414,29.35,27.404,,35.7021,10.2632,6.3425,16.4698,,,2.8539,4.2914,31.0258,11.496,21.3808,15.488,5.7892,7.8512,26.9905,4.2561,24.4942,27.4766,19.7493,13.069,12.6071,7.5057,20.5734,,10.3867,22.7759,26.9302,15.4208,8.7656,,21.9893,15.0889,35.2357,19.9444,7.3289,9.8984,,,13.9301
2011-08,13.8478,0.1564,7.7005,6.2633,5.4783,20.8617,9.7461,3.4245,122.3049,9.6163,11.7966,6.2502,9.0319,0.7815,80.0,6.6772,26.4,28.1675,,33.665,9.2475,6.7829,13.8357,,,2.7058,4.3389,31.6665,10.5961,19.9044,15.1288,5.2858,7.2531,28.4908,4.2804,21.7292,27.4766,19.3499,13.4316,15.4926,8.0167,22.0777,9.7899,10.3195,21.9348,25.8153,15.0564,8.3692,,22.8331,13.7888,38.1045,19.6575,8.5398,9.583,,,12.7634
2011-09,12.7121,0.1613,7.0004,5.7103,5.113,21.6678,8.7963,3.8516,116.9749,7.8574,11.5795,6.0711,8.0417,0.8139,,6.5145,24.2,27.9656,,35.3913,10.8431,6.8541,12.6828,,,2.8248,4.9538,29.6029,10.6155,18.5746,15.0411,4.0807,7.2218,29.4423,4.1838,22.7112,27.4766,17.3282,10.3612,11.1352,7.1756,20.8645,10.3925,9.8036,21.0888,25.004,14.6972,8.243,,22.4446,13.5716,31.987,17.7491,6.137,9.3231,,,12.4978
2011-10,13.6965,0.161,7.4577,6.1578,5.113,22.8936,9.9055,3.6095,122.8759,7.8574,13.4011,6.6255,6.931,0.7184,,6.2851,25.25,28.7113,,38.4125,10.9354,6.664,13.5607,,,2.9416,4.8114,30.8664,11.6932,19.5436,16.018,4.874,8.1456,32.7084,5.0973,24.1531,27.4766,17.3225,10.873,11.387,7.3241,23.9214,10.7797,10.5663,22.8538,25.3358,17.0647,9.2419,,23.8546,13.5716,33.3864,19.191,7.7112,10.983,,,14.2964
2011-11,12.5147,0.1886,7.4577,6.0204,4.7477,21.3019,8.9183,3.4293,113.7387,7.4827,11.812,6.5951,6.6764,1.0035,80.0,5.9804,17.5,28.0502,,38.4125,10.4371,6.1909,12.1683,,,3.0352,4.7935,28.9133,11.4704,21.0534,16.6962,4.958,7.9944,32.2969,5.8233,22.788,27.4766,17.0625,9.942,11.387,6.9693,17.274,11.2097,11.2146,22.875,26.9143,15.175,8.8241,,23.4853,14.3263,36.2852,19.6646,7.4246,9.8166,,,12.6636
2011-12,12.6074,0.2081,7.0626,5.8921,5.1144,21.5052,9.7279,3.7952,111.2642,7.1201,12.6866,6.8939,7.811,0.9967,82.0,6.2307,20.1,29.8321,,38.4089,10.8523,6.585,12.3014,,,3.3193,5.1966,28.4867,11.2771,22.0826,18.971,4.7138,8.6115,33.6855,6.4526,23.9928,28.9806,19.0726,9.0964,9.7603,7.6209,16.6432,11.2767,11.6722,23.6761,28.6919,15.8751,9.3527,,25.2216,14.8203,36.2453,21.0958,6.8191,10.376,,,13.3053
2012-01,12.9208,0.1941,8.3475,6.9929,5.8451,22.6161,10.5342,3.6995,111.74,7.2348,14.5678,7.0805,9.104,1.0998,90.0,6.6531,23.5,28.2775,,,11.1291,7.2283,12.6385,,,3.0886,5.1786,32.6815,12.7419,21.9154,18.8106,5.4918,8.7335,32.0022,6.5331,23.6306,,19.0554,11.1147,,8.0003,16.4394,12.4531,13.0879,27.4261,29.9088,18.614,9.5554,,23.2628,15.3195,37.4048,20.0995,8.5716,11.6886,,,14.6587
2012-02,13.4417,0.1954,9.0443,7.4512,6.5756,23.9097,11.9977,3.4179,120.4013,7.8333,15.7775,7.2955,9.7769,1.1572,93.0,7.1305,22.57,29.876,,,11.8121,7.4016,13.7913,,,3.1426,5.1603,33.3281,13.2475,25.1292,20.1739,5.6979,9.1611,33.2046,6.8882,26.2006,,20.0431,11.0721,13.556,8.5695,14.9449,14.1095,16.494,30.9068,31.8857,20.3543,9.5114,27.0451,24.9166,18.1806,40.4735,19.9237,8.8265,12.4349,,,16.2334
2012-03,22.6423,0.2241,8.5337,7.3655,5.8451,25.8604,10.9907,3.3841,106.6004,7.5552,15.3466,7.4887,9.1328,1.1068,93.0,7.0172,22.0,32.8345,,,13.5101,7.6742,13.3036,,,3.4326,5.075,31.4483,12.6761,24.508,20.0136,5.3621,8.5935,33.2972,6.8072,27.7607,,20.2164,10.2688,12.4909,9.6084,19.2949,14.4747,17.7171,30.6199,31.5316,20.0334,9.7275,27.2461,27.2006,18.0123,39.6839,19.0082,8.2531,12.1451,,,16.6261
2012-04,26.6284,0.2439,8.8909,7.6708,5.1144,24.367,10.1663,3.1816,122.6855,7.8071,15.7513,7.1091,8.3314,1.1055,93.0,7.1511,25.34,32.178,,,15.171,7.7132,13.6051,,,3.3717,4.5056,28.5759,11.3029,24.592,20.0169,5.6117,6.9206,32.2335,7.3878,26.0552,27.4766,22.93,9.9732,10.6705,9.4569,17.7356,15.6692,19.0347,31.9866,36.19,20.7104,9.3482,28.7055,26.4075,18.0581,43.7322,18.8528,7.0677,12.6477,,,16.7135
2012-05,19.489,0.2857,7.7066,6.7323,5.4796,24.0069,10.6632,3.5418,91.402,6.3511,13.9922,6.8552,7.534,1.2187,93.0,7.0287,23.9,28.3926,,40.7951,13.2421,8.1914,11.7248,,,3.516,4.7047,24.272,10.861,23.569,18.5374,5.226,6.7295,29.0331,6.8702,26.9156,27.4766,20.8722,8.373,9.5763,8.1309,8.936,15.0142,18.0606,30.9292,30.7415,17.8401,9.0392,25.9669,23.7819,16.7495,43.2824,18.0166,5.7396,11.6612,,,14.9051
2012-06,20.098,0.2893,8.4042,7.0899,5.4815,24.052,10.263,3.3786,90.921,6.8597,15.6157,6.9402,8.377,1.104,93.0,7.4246,25.6,29.5635,,,12.4015,7.7363,13.1972,,,3.6954,4.5589,23.8751,10.6606,24.8629,19.078,5.3834,6.4998,28.2149,7.3555,29.5579,24.4236,22.5772,9.9581,6.7683,9.3067,7.5231,16.3566,19.5842,31.5183,33.1249,19.7986,9.2128,27.3411,24.6807,17.9585,46.9809,18.8528,6.1638,12.4995,,,16.0364
2012-07,24.7998,0.2879,9.235,8.2303,5.4815,26.2202,10.3361,3.0632,113.4348,6.8025,16.4275,7.4052,6.7361,1.3341,93.0,6.2339,29.15,28.4099,,25.79,12.1975,7.6031,13.7471,,,3.7939,4.8775,26.6503,11.948,25.2561,17.7562,5.1551,7.3483,27.2401,7.3384,29.4964,19.5389,21.4013,9.2214,5.8195,7.1218,8.0395,17.4785,22.2494,36.6914,31.5361,20.8538,9.73,26.0007,24.0799,16.9158,53.7381,19.0658,7.3899,13.0042,,,16.7464
2012-08,37.7185,0.3103,9.2669,8.1687,5.1158,29.6338,10.3963,3.018,90.3147,6.707,15.9082,7.6677,7.7705,1.3202,93.0,6.4951,30.21,26.0261,,26.259,12.9959,8.4053,14.0042,,,3.6644,5.14,28.4129,11.8984,21.3811,16.6076,6.0602,7.1497,30.2758,7.3788,30.3413,19.5389,19.2846,9.5265,7.8528,6.7299,9.2381,16.0607,21.8223,35.1408,27.2718,19.9736,10.1666,24.8555,21.325,16.3515,50.8793,18.7161,7.8074,12.7336,,,15.8864
2012-09,39.8711,0.247,10.0839,9.0271,5.1166,27.7581,9.9019,3.2658,97.915,8.0105,17.0868,7.5615,8.083,1.4702,32.52,7.1432,33.6999,26.1978,,,12.6994,8.6729,16.3457,,,3.0108,5.1896,30.5716,11.4746,14.7186,17.2951,6.1469,6.9115,32.5043,8.595,28.0369,19.5389,16.339,10.6206,10.9415,6.5297,11.3235,16.8783,21.1077,33.6478,24.806,21.9601,10.0412,23.1716,21.7526,11.4116,55.2275,18.0966,8.0392,13.7056,,,17.2897
2012-10,39.8221,0.2598,10.802,9.522,5.1166,27.7581,9.3205,3.007,94.7565,7.5589,15.7309,7.5851,8.6923,1.65,32.6,7.0371,35.6001,26.6178,,22.5077,13.25,8.0725,15.2904,,,3.0465,5.0737,26.7132,11.2143,12.4071,18.2296,6.375,6.8118,34.3053,9.6736,28.1523,19.5389,14.3164,9.988,10.9415,6.0043,10.3491,15.7645,21.8679,34.9911,22.4828,20.459,9.8713,20.0259,20.8919,10.0248,54.128,16.8187,6.8265,12.7079,,,15.9213
2012-11,39.3819,0.321,11.9454,10.9132,5.1166,26.055,9.6879,2.7591,89.0316,7.5654,15.7649,9.2214,8.4204,1.8875,35.0,6.7747,32.2701,28.037,,22.5077,12.2331,8.3037,18.6338,,,3.0889,5.4689,27.0781,12.2834,11.8633,17.6504,6.7765,7.3711,36.0231,9.777,26.6773,20.1556,14.1047,10.256,11.5323,6.2713,13.3018,16.2824,22.0003,32.8452,21.3589,20.2589,10.9545,17.7154,22.3012,8.2983,56.537,18.2428,7.496,12.8024,,,16.3086
2012-12,40.7027,0.3414,11.647,11.0182,4.7518,33.6924,10.1157,2.6016,90.4134,6.1031,15.9517,9.8184,9.7489,1.9057,37.0,6.8195,34.5699,29.6079,,,13.5265,8.2497,20.0175,,,3.2052,5.837,31.8422,13.1766,13.1822,16.5302,7.3982,7.4738,39.1703,10.3858,34.566,20.1556,14.8162,9.5265,11.6195,6.8383,13.3212,17.1301,22.0944,31.9328,23.757,20.665,11.0369,18.1871,24.1548,9.1838,58.6162,17.9107,7.9399,13.3212,,,16.0072
2013-01,39.3819,0.303,11.2987,10.4749,5.1171,32.2594,9.8996,2.7309,100.1852,7.2411,15.5425,10.2484,10.2556,2.0004,37.0,6.5827,38.7501,31.3035,,14.3393,15.3984,7.8037,21.6404,,,2.8196,5.7806,30.35,14.1756,13.4337,15.6806,7.6894,7.7747,40.7718,11.0842,33.0299,20.1556,15.5649,11.1715,11.6195,7.3386,10.8655,17.7887,22.8142,35.3708,24.8377,20.1146,11.4924,16.1054,25.0194,9.0223,53.6782,16.4341,7.5556,13.2779,,,15.7056
2013-02,35.9573,0.3362,11.4831,10.642,5.1171,33.0094,9.7171,2.8153,83.4054,7.4573,14.6351,10.2508,10.3932,2.3241,37.0,6.5087,41.0001,32.4557,,14.3107,15.6512,7.0423,19.8932,,,2.8294,5.8613,32.7626,14.4271,12.4684,15.5879,7.8704,7.9831,40.0354,10.8082,33.0299,20.1556,13.6597,10.8513,11.6195,7.2137,10.0275,19.4809,24.4089,37.4435,22.095,18.9053,11.12,15.762,26.2219,8.2149,51.0792,15.4872,8.417,12.4912,,,14.8897
2013-03,60.5655,0.3252,11.1045,10.3559,5.1171,34.8851,9.8725,3.052,69.0323,7.0949,13.8607,11.2831,11.1203,2.1691,37.0,5.6507,33.0201,33.5819,,,16.8822,7.1239,21.6404,,,2.7197,5.8684,17.3241,15.3863,13.8348,16.2987,7.7129,8.2043,41.5734,11.3281,38.4069,18.9283,14.9719,10.1591,11.6195,7.4388,10.885,19.4047,24.5181,36.5111,23.5654,17.6144,11.83,16.0988,27.071,9.4679,49.3599,16.0488,5.5605,12.0586,,,13.8956
2013-04,49.1474,0.3437,11.2452,10.0386,5.1171,39.7904,9.9675,3.097,58.5036,8.4555,13.923,11.1146,10.0615,2.1691,37.0,5.6507,36.09,33.9325,,14.3107,16.4227,7.8836,18.9266,,,2.8597,5.9292,15.86,14.4668,15.0296,17.0212,7.6504,7.7608,46.1904,11.0744,39.8281,15.2648,17.2124,12.9503,11.6195,7.0385,9.9007,20.244,23.2407,34.4024,27.4925,17.9125,11.4076,16.1664,27.3432,9.9332,50.6494,16.5926,5.6999,11.7128,,,14.2506
2013-05,39.4172,0.4404,11.009,9.9324,4.7518,36.2301,10.348,3.2772,42.6113,8.3854,11.6414,11.4654,9.4312,2.0917,37.0,5.923,13.43,33.6706,,9.7436,18.3698,7.881,20.8423,,,3.3002,6.1551,16.0902,14.7614,14.8737,17.7796,6.7194,7.3256,46.5826,10.546,35.8454,16.7836,16.6588,12.4367,11.6098,6.9266,8.7995,20.5059,22.1923,32.9227,25.3833,15.0117,11.9107,14.8189,26.9335,10.4181,50.6994,14.268,4.5795,10.4479,,,12.0925
2013-06,38.9208,0.4334,9.9814,8.4327,4.3873,33.304,9.3259,2.9619,43.7039,7.5018,11.2491,9.9045,8.9068,,39.0,5.3847,12.8,32.2009,,,19.3206,7.2275,21.951,,,2.992,5.9226,14.1902,13.6535,13.9166,16.3578,6.3794,6.4535,45.2106,9.0255,32.5941,16.7836,12.742,12.2581,11.6098,6.8755,7.4549,20.172,19.0797,26.8275,21.3884,14.4603,10.0715,14.1386,26.3482,10.454,47.6806,12.773,4.4487,9.6676,,,11.0698
2013-07,41.6015,0.4505,10.1537,8.6816,5.1184,33.4229,9.3671,2.6184,44.5978,7.114,13.0155,10.0146,9.3521,2.0733,40.0,5.7393,13.83,30.8655,,9.7531,18.275,7.3895,22.5273,,,3.2009,5.9362,14.5364,13.4616,14.2427,16.6738,6.8732,6.5158,45.7419,9.0092,33.2443,16.7836,13.3745,13.0842,8.5208,7.2071,8.5463,20.563,19.3191,26.9687,21.6048,16.4859,9.6935,12.8656,25.6804,10.143,45.9313,14.5391,4.4693,10.8554,,,13.2036
2013-08,35.1478,0.4678,9.6494,8.4575,4.3873,32.6618,9.3878,3.0801,37.7443,7.7817,15.3686,10.2547,9.5846,1.8778,40.0,5.6252,13.9,29.6965,,,18.4442,6.9628,24.4609,,,2.9332,5.1935,15.3059,13.1618,15.0651,15.6966,6.4846,6.5456,51.9538,10.0395,32.5127,16.7836,12.4683,13.0619,7.9399,7.972,9.93,20.1998,16.1736,21.4245,22.0605,19.2528,9.7039,11.7273,24.006,10.5649,44.7518,14.7854,5.7365,12.4635,,,15.2188
2013-09,42.8,0.5005,10.4078,8.9606,5.4852,32.2336,10.3675,3.0407,45.3,8.0995,14.8757,11.2062,10.9333,1.8494,40.0,5.5947,13.26,31.5521,,9.6387,16.8237,7.6897,22.5895,,,3.1375,4.7697,17.3879,14.127,16.7665,15.608,6.8328,7.0549,50.8244,9.5095,31.0091,16.7836,13.7454,13.2107,9.6732,8.7369,10.2809,21.2741,17.8662,26.2532,24.3013,19.2436,10.6469,11.9899,25.2375,12.4544,49.4799,15.5493,6.2737,11.9405,,,15.1291
2013-10,37.6,0.4987,10.5995,8.7296,5.4852,32.4953,10.6521,3.5192,40.2,9.5171,15.8344,11.6809,11.2756,1.8414,40.0,5.2897,13.4,31.8114,,11.2515,15.4358,7.3848,25.7645,,,3.1959,4.6927,20.0112,15.3084,16.6106,15.4066,6.76,7.5645,49.5067,9.7054,32.0983,15.4476,13.861,14.796,10.6414,9.7057,11.1383,23.2358,19.5999,27.1381,24.1391,20.8259,11.32,11.9899,26.0726,11.7862,44.7818,16.2147,6.6592,12.9429,,,16.5617
2013-11,35.7,0.547,10.1648,8.58,5.4852,33.7005,10.3396,3.3786,38.7,9.8159,16.2362,11.1763,10.932,1.9927,40.0,6.0844,15.86,29.3447,,10.4976,17.1259,7.5764,24.647,,,3.0139,4.6113,17.3457,14.3744,16.653,15.6483,6.6547,7.29,48.1043,9.8851,32.6347,15.4476,14.8479,15.4807,10.7578,9.8077,11.1091,22.5859,20.1118,28.661,24.7881,20.788,10.8786,13.2697,24.2636,12.3631,43.1824,17.6685,6.3701,13.177,,,16.7058
2013-12,35.9,0.5412,10.056,8.524,5.1194,35.3657,9.7013,3.3504,36.1,10.4897,16.5431,10.5316,10.4579,1.8901,40.0,5.8018,14.9,29.2926,,,17.9209,7.8499,24.5229,,,2.8719,5.8224,16.6713,13.8387,15.8945,15.3665,6.598,7.0296,46.3538,10.0159,34.1383,15.4476,14.2106,15.6295,10.777,10.4791,12.0836,21.7764,21.8455,27.9037,24.1012,21.429,10.3426,12.3942,24.2153,12.0898,41.3532,18.6397,5.8054,13.2562,,,17.1307
2014-01,41.7,0.528,9.4063,7.8315,4.0226,38.4582,7.8575,2.8492,46.0,9.1485,15.4695,9.472,9.4043,2.1474,40.0,5.8177,12.7,30.4528,,,17.4465,7.1873,23.9908,,,2.8403,4.4468,14.2733,12.9732,16.3554,14.5778,5.7966,6.651,41.0517,10.0812,39.0315,15.4476,12.7449,13.8283,10.777,10.7426,10.9825,20.7451,18.378,23.6054,21.9698,19.6158,9.3077,11.288,24.288,11.5432,39.254,16.0695,5.6814,12.4656,,,15.5953
